Segmento;Tráfico;Movimiento;TipoVuelo;Origen;Destino;Total;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
2;1;2;2;Quito;Doha (Qatar);135,8146429;0;88,41151786;0;0;4,447142857;0;0;0;21,51776786;21,43821429;0;0
2;1;2;2;Quito;Dubái;1,929910714;0;1,929910714;0;0;0;0;0;0;0;0;0;0
2;1;2;2;Quito;Liege (Bélgica);897,964375;0;567,8013393;0;0;120,1661607;0;0;0;64,18107143;64,65741071;0;81,15839286
2;1;2;2;Quito;Lima;193,2366071;0;78,58026786;0;0;0;0;0;36,35696429;0;0;78,299375;0
2;1;2;2;Quito;Los Ángeles;7281,797679;231,2435714;425,7991964;681,745625;267,6545536;703,3724107;647,2144643;687,0108929;574,4327679;679,8716964;670,0463393;561,7385714;1151,667589
2;1;2;2;Quito;Madrid;42,02589286;0;0;0;0;0;0;0;0;0;42,02589286;0;0
2;1;2;2;Quito;Maracaibo (Venezuela);1,261071429;0;0;0;0;0;0;0;0;0;1,261071429;0;0
2;1;2;2;Quito;Miami;51394,64589;5602,586786;5747,129732;3058,311339;5161,289375;3967,987768;3489,761786;3042,404554;3163,049018;4089,855982;4473,354286;3970,880179;5628,035089
2;1;2;2;Quito;Orlando;11,6875;0;0;0;0;0;11,6875;0;0;0;0;0;0
2;1;2;2;Quito;Panamá;1922,247054;111,0548214;90,41410714;130,274375;132,0294643;165,309375;171,950625;209,3103571;226,3525;196,7536607;154,6197321;165,5411607;168,636875
2;1;2;2;Quito;Santa Lucía (México);314,868125;78,30232143;3,239107143;40,16276786;0;2,954285714;74,28044643;2,931696429;28,56071429;9,545446429;54,10526786;20,37651786;0,409553571
2;1;2;2;Quito;Santiago;20,61321429;0;0;0;0,077589286;18,32383929;0;0;0;0;2,211785714;0;0
2;1;2;2;Quito;Viracopos;64,90982143;0;0;0;0;0;38,38017857;0;0;26,52964286;0;0;0
2;1;2;2;Quito;Viru Viru;10,31348214;0;0;0;0;0;0;0;0;0;10,31348214;0;0
2;1;1;2;Bogotá;Guayaquil;10,51383929;0;0;0;0;0;0;0,215089286;0;0;0;0;10,29875
2;1;1;2;Carácas;Guayaquil;1,191339286;0;0;0;0;0;0;0;0;0;0;0;1,191339286
2;1;1;2;Cartagena;Guayaquil;2,293303571;0;0;0;0;0;0;0;2,293303571;0;0;0;0
2;1;1;2;Lima;Guayaquil;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;1;2;Margarita (Venezuela);Guayaquil;0,636428571;0;0;0;0;0;0;0,636428571;0;0;0;0;0
2;1;1;2;Miami;Guayaquil;50,53517857;0;0;0;8,476875;0;0;0;26,28901786;0;0;0;15,76928571
2;1;1;2;New York;Guayaquil;26,62294643;0;0;0;0;0;0;0;0;0;0;26,62294643;0
2;1;1;2;Panamá;Guayaquil;1094,841786;39,82;74,49357143;82,50589286;47,71642857;51,638125;43,511875;108,8990179;143,9300893;127,208125;176,2209821;148,0413393;50,85633929
2;1;1;2;Punta Cana (Rep. Dominicana);Guayaquil;4,256607143;0;0;0;0;0;0;0;4,256607143;0;0;0;0
2;1;1;2;Santa Lucía (México);Guayaquil;44,804375;0;0;0;0;0;0;0;0;0;0;32,27616071;12,52821429
2;1;1;2;Santo Domingo (Rep. Dominicana);Guayaquil;5,247589286;0;0;0;0;0;0;5,247589286;0;0;0;0;0
2;1;2;2;Guayaquil;Córdoba (Argentina);1,065625;0;0;0;0;1,065625;0;0;0;0;0;0;0
2;1;2;2;Guayaquil;Lima;18,706875;0;0;0;0;0;0;0;0;0;0;0;18,706875
2;1;2;2;Guayaquil;Madrid;10,99803571;3,089821429;0;0;0;0;0;7,908214286;0;0;0;0;0
2;1;2;2;Guayaquil;Maracaibo (Venezuela);1,557678571;0;0;0;0;0;0;0;0;0;1,557678571;0;0
2;1;2;2;Guayaquil;Medellín;11,42428571;0;0;0;0;0;0;0;0;0;0;0;11,42428571
2;1;2;2;Guayaquil;Miami;9,532678571;0;0;9,532678571;0;0;0;0;0;0;0;0;0
2;1;2;2;Guayaquil;New York;52,67526786;0;0;0;21,29089286;0;0;0;17,06080357;0;0;14,32357143;0
2;1;2;2;Guayaquil;Panamá;1897,246607;172,060625;126,21125;106,9052679;64,12901786;29,30223214;72,52339286;190,4335714;271,9641964;278,9649107;286,7267857;210,9711607;87,05419643
2;1;2;2;Guayaquil;Punta Cana (Rep. Dominicana);3,685982143;0;0;0;0;0;0;2,42;1,265982143;0;0;0;0
2;1;2;2;Guayaquil;Río Hato (Panamá);1,064642857;0;0;0;0;0;0;0;1,064642857;0;0;0;0
2;1;2;2;Guayaquil;Santo Domingo (Rep. Dominicana);17,50276786;0;0;0;0;0;0;17,50276786;0;0;0;0;0
2;1;1;2;Panamá;Latacunga;16,47053571;0;0;0;0;0;0;0;0;1,80125;9,675089286;0;4,994196429
2;1;2;2;Latacunga;Panamá;5,364464286;0;0;0;0;0;0;0;0;0;1,645089286;0;3,719375
